headline,link,text
"
Rallies, awareness meets mark AIDS Day
",http://www.thehindu.com/todays-paper/tp-national/tp-andhrapradesh/Rallies-awareness-meets-mark-AIDS-Day/article16818994.ece,"Staff Reporter,VIJAYAWADA: Students of various educational institutions and different organisations took out rallies and organised awareness activities on the occasion of World AIDS Day on Tuesday.,Cadets of 1 (A) EME Coy NCC and volunteers of NSS took out a massive rally from V.R. Siddhartha Engineering College at Kanuru to Autonagar, which was flagged off by principal K. Mohan Rao. Lt. Col. M.Z.U. Siddiquie, Commanding Officer of EME coy, said that the aim of the rally was to sensitise the people to the need for preventive measures with regard to sexually transmitted diseases. S.K. Singh, college NCC officer Sudersan and others were present.,The P.G. centre of P.B. Siddhartha College organised a meeting, where Siddhartha Medical College former principal R.S. Rama Devi said that there was a need to spread the message among the children, women and other vulnerable groups. Gynaecology professor K. Prabha Devi and physicians V. Sridevi, P. Suseela and others threw light on various aspects of the disease.,Principal N. Satyanrayana, P.G. centre director K. Krishna Murthy, business administration professor Rajesh C. Jampala and others spoke. They explained about the significance of the World AIDS Day and how organisations across the world were engaging wider public attention to involve everybody in the fight against AIDS.,At a programme organised at the K.B.N. College, Siddhartha Medical College DVI head Paladugu Rambabu said that more number of youths were turning victims to the dreaded disease and, hence, greater emphasis should be placed on preventing this. By upholding traditional Indian values and customs, the youths should contribute to a healthy society, he observed.,
,
,The students and staff of Government Dental College organised an interactive session with HIV positive people, where HIV positive people were told about the steps to be taken to keep their health and precautions to be taken by them to prevent the spread of the disease. A discussion followed on the need for conducting HIV tests on pregnant women to prevent the transmission of the disease from mother to infant. The issue of using sterile needles by doctors and conducting HIV tests during blood transmission were discussed widely. Doctors took the initiative to create awareness among both the HIV positive people and the medicos about various misconceptions about the spread the disease. Principal of the college T. Murali Mohan advised HIV positive people to go for regular medical check-up and take nutritious diet.,A programme was also organised on the campus of ITI by Srujana, a voluntary organisation. The security staff of Ashok Leyland under the leadership of company’s Regional Sales Officer M.D. Anburaj took out a rally."
"
Fruits distributed to HIV patients
",http://www.thehindu.com/todays-paper/tp-national/tp-andhrapradesh/Fruits-distributed-to-HIV-patients/article15954350.ece,"HYDERABAD: On the occasion of New Year, teams comprising officers from A.P. State AIDS Control Society (APSACS) and NGOs visited community care and ART centres to interact and distribute fruits and eatables to HIV patients.,As part of the interaction programme, APSACS Project Director, Dr. R. V. Chandravadan visited the Gandhi Hospital ART centre to greet and interact with HIV positive.,The APSACS, PD asked the patients to meticulously take medicines, which will help them lead a quality life.,The APSACS, PD also assured them to provide all medical facilities and called upon HIV infected pregnant women to make sure that they visit government hospitals for delivery, so that infants are saved from the risk of HIV infection.,Additional PD, APSACS, Dr. Raja Prasanna Kumar, and APSACS officials, visited the ART Centre at Erragadda Chest Hospital to interact with HIV positive patients."
"
Work for AIDS-free district: Collector
",http://www.thehindu.com/todays-paper/tp-national/tp-andhrapradesh/Work-for-AIDS-free-district-Collector/article16819038.ece,"Special Correspondent,
,
,VISAKHAPATNAM: Collector J. Syamala Rao wanted every one to get involved in making the district AIDS-free, while addressing a meeting organised by the District Medical and Health Department at AU Assembly Hall here on Tuesday, on the occasion of World AIDS Day.,Swine flu could be controlled with the cooperation from all and AIDS could be controlled the same way, Mr. Syamala Rao said.,Registrar of AU P.V.G.D. Prasada Reddy said NSS volunteers were conducting many programmes.,Additional District Medical and Health Officer P. Rajendra Prasad, NSS Coordinator P. Ramachandra Rao and others spoke.,
,
,FXB India Suraksha organised an AIDS awareness rally with local school pupils and villagers at China Uppada under Chepalauppada Gram Panchayat and later conducted a public meeting in the village.,MPP president Venkatappadu, sarpanch Appayamma, MPTC Konda Babu, FXB Suraksha’s director (programmes) Biswajit Panda, medical director P.S.K.P. Raju, manager Kiran, IGA manager Chandrasekhar, Tallapalem PHC Medical Officer Santosh Kumar and others explained about AIDS and the need to prevent its spread.,A street play on AIDS was also staged during the public meeting. A number of colleges in the city organised various awareness programmes on Tuesday to commemorate the World AIDS Day.,Magnus School of Business, in association with PSI (Population Services International), held an awareness programme in the college. Over 300 students attended the programme."
"
NGOs: why toss and delay AIDS Bill?
",http://www.thehindu.com/todays-paper/tp-national/NGOs-why-toss-and-delay-AIDS-Bill/article16817671.ece,"Aarti Dhar,
,
,NEW DELHI: Several organisations working on issues surrounding HIV/AIDS on Monday made a vociferous demand for the immediate tabling of the HIV/AIDS Bill, 2009.,The Bill was drafted and finalised in 2006 by the Union Health and Family Welfare Ministry after country-wide consultations with stakeholders and sent to the Law Ministry. From 2007 to October 2009, the Law Ministry released four drafts, each omitting several critical provisions aimed at promoting and protecting the rights of people living with and affected by HIV/AIDS.,
,
,The journey of the HIV/AIDS Bill has been extremely long, characterised by the disappointing drafts, and public protests against various versions of the Bill that diluted its objectives and spirit, Daisy David of the Indian Network for People Living with HIV/AIDS (INP+), told at a press conference here.,It was disheartening to see the Bill shuttling between the two ministries for the past three years. “We need this Bill to fight discrimination against people living with and affected by HIV/AIDS,” she said.,It contains special provisions to address the vulnerabilities of women and children to HIV, according to Manjula K. of Action Aid. “The Bill entitles a survivor of sexual assault, even if it occurs within marriage, to access HIV-related counselling and preventive treatment.”,Pradeep Dutta of the Nai Umang Network of Positive People said passing the law would make it easier for HIV positive people to access treatment. The Bill also provides legal immunity to the provider and the receiver of services under targeted intervention programmes like condom promotion among sex workers and distribution of clean needles to drug users. Now, organisations engaged in risk-reduction programmes faced harassment from the police and other public authorities as these were considered an abetment to sex work and drug use, Mr. Dutta said.,Sudha Jha from Solidarity and Action Against The HIV Infection in India (SAATHII), Kolkata, said the targeted intervention programmes proved successful in controlling the spread of the epidemic. “The Bill provides a much needed fillip to these ongoing risk reduction services.”,Joe Thomas of AIDS-INDIA said: “In light of the routine rights violations faced by people living with HIV/AIDS, the tabling and passing of this Bill is extremely important. The government cannot afford to delay this any further.”"
"
‘Precaution surest way to check AIDS’
",http://www.thehindu.com/todays-paper/tp-national/tp-andhrapradesh/lsquoPrecaution-surest-way-to-check-AIDSrsquo/article16818948.ece,"Staff Reporter,
,
,HYDERABAD: With no vaccine available, AIDS continues to kill thousands of people annually across the world and precaution is the surest way of avoiding the disease, said K. Ashok, Executive Director, Konark Hospitals.,Creating awareness about the disease was not the responsibility of just one person or organisation but the society as a whole, he said.,Konark Hospitals in association with The Hindu observed the World AIDS Day on Tuesday by launching an AIDS awareness campaign where over 20,000 copies of the newspaper was distributed along with an educative pamphlet on HIV-AIDS at major traffic junctions for two days.,“In spite of the various awareness programmes, the situation is quite alarming especially in our State. The message of prevention should be spread far and wide to curb this disease,” said P. Ranga Reddy, regional general manager of The Hindu. And as a publication, The Hindu had a greater role to play by rising to the occasion, he added.,Copies of the newspaper along with pamphlets were distributed at Suchitra junction, Shahpur junction, Medchal junction and Trimulgherry crossroads on Tuesday.,They will be distributed at other traffic circles too on Wednesday. “Parents who are not comfortable discussing the issue can choose to hand over the pamphlet to their children,” observed Rajni Ashok, chairperson, Konark Hospitals. S.D.T. Rao, deputy regional general manager, The Hindu and others were also present on the occasion."
"
‘Collective effort key to combating AIDS’
",http://www.thehindu.com/todays-paper/tp-national/tp-andhrapradesh/lsquoCollective-effort-key-to-combating-AIDSrsquo/article16818676.ece,"Staff Reporter,SRIKAKULAM: Awareness rallies, blood donation and meetings marked the World AIDS Day.,Flagging off a rally from Government College for Women, Joint Collector E. Sridhar called for collective effort by all concerned to combat AIDS and help those living with HIV/AIDS.,He inaugurated a blood donation camp at the college.,Rajiv Gandhi Institute of Medical Sciences Blood Bank in charge Sarada and her staff conducted the camp. College Principal K. Maithili, DM&HO Vijayasaradhi, AIDS Control Officer G. Ratna Kumari and SETSRI CEO Surangi Mohana Rao participated.,Later addressing a meeting, Mr. Vijaya Saradhi said the theme of this year’s campaign “Universal access and human rights” should be implemented in its true spirit to help those living with HIV. The rights of PLHIV should be protected by taking the message to the remote and tribal areas of the district.,Ms. Ratna Kumari said 3,099 HIV positive cases were detected in 2008-09 and 1,501 in 2009-10.,In the Anti Retroviral Therapy centres, 1,172 adults and 70 children registered.,Youth Club of Bejjipuram president M. Prasada Rao said the club was counselling 2,400 identified commercial sex workers.,Mr. Prasada Rao, Positive Network People president K. Rajyalakshmi, ICTC district coordinator Ammi Naidu, Lepra India district coordinator S.R.S. Ratnam, ‘Prerana’ Chairman Mantri Venkata Swamy, Raghurama Raju of FASt and GUEST Chairman B. Sankara Rao were felicitated by ‘Roses,’ an NGO.,District Malaria Officer Paidi Venkataramana, Indian Medical Association secretary Chintada Krishnamohan, doctors, T.V. Ramana Rao and E.A.S. Sampat Kumar, participated.,
,
,At the ART Centre at RIMS, Medical Superintendent M. Ambedkar spoke of the precautions to be observed while taking the drugs. Sweets and fruit were distributed to 100 HIV/AIDS persons. CSRMO G. Narsinga Rao, ARMO B. Appalanaidu, district TB Control Officer S. Chalamaiah, ART medical officers K. Someswara Rao and G. Ganesh Kumar participated."
"
AIDS awareness
",http://www.thehindu.com/todays-paper/tp-national/tp-kerala/AIDS-awareness/article16818811.ece,
"
AIDS stigma hampers detection
",http://www.thehindu.com/todays-paper/tp-national/tp-andhrapradesh/AIDS-stigma-hampers-detection/article16818573.ece,"Special Correspondent,KURNOOL: The stigma attached to AIDS was preventing HIV positive people from consulting doctors, S. Konda Reddy, skin specialist has said. Talking to reporters in connection with the World AIDS Day here on Tuesday, Dr. Reddy said only 20 per cent of the patients made bold to visit doctors with their problem, while the rest tried to hide the disease.,He underscored the need for infusing confidence among the HIV people only by changing the attitude of the society towards the disease. Many countries collapsed economically because of AIDS explosion. Dr. Reddy said preventive measures still hold relevant since the disease had no permanent cure. It is considered chronic but a manageable disease. Unsafe sex was the major cause of the disease in India."
"
Awareness campaign on AIDS launched
",http://www.thehindu.com/todays-paper/tp-national/tp-kerala/Awareness-campaign-on-AIDS-launched/article16818966.ece,"Staff Reporter,KOCHI: Among the various programmes organised to mark World AIDS Day in the city on Tuesday was the launching of a district-level awareness campaign at the General Hospital.,At a function, the District RCH Officer A. Parvathy pinned the iconic red ribbon on Mayor Mercy Williams. N. A. Mani, chairman of the standing committee on health in the Corporation Council, presided over the function. The ward councillor, K.V. P. Krishna Kumar lit the candle in a symbolic gesture that was followed by all the participants at the function. The Deputy District Medical Officer, K. B. Peethambaran, administered the pledge on the theme of Universal Access and Human Rights, while the General Hospital superintendent, Rosy Sebastian, delivered a speech on the topic.,Nurses at the Port Hospital bagged the first prize in a quiz that was held as part of the awareness programme. The Plus 1 and Plus 2 students of St. Teresa’s Higher Secondary School held a street play in a programme called Manimuzhakam organised by the Field Publicity Department and the Rotary Club of Cochin South at their school as well as other institutions like St. Joseph Training College and St. Antony’s School."
"
World AIDS Day: another customary event passes
",http://www.thehindu.com/todays-paper/tp-national/tp-andhrapradesh/World-AIDS-Day-another-customary-event-passes/article16818657.ece,"Staff Reporter,
,
,
,
,
,
,TIRUPATI: As usual, the ubiquitous Red Ribbon made its presence felt across the district on ‘World AIDS Day’, which was observed in the form of awareness rallies, public meetings and quiz competitions.,The flurry of activities reached a sluggish pace by midday and came to a grinding halt by the lunch session and there was hardly any event in the evening reminiscent of forenoon’s message. Yet another customary event passed with the slogan-shouting medicos and placard-holding NGO members listening to the sermons given by the elite of the town on ‘keeping away from vices’.,The message for the year ‘Universal access to human rights – prevention, care and support’ still appears a far cry. While the general awareness on HIV/AIDS has increased to an appreciable level, the number of infection cases, on the contrary, is still on the rise. Piling of equipment to treat patients does not appear to be match with the quality of counselling provided. Stigma and differential treatment are still present, though in subtle forms viz., poor accessibility to general healthcare, non-integration of HIV with general healthcare and the absence of a comprehensive palliative care policy for HIV.,
,
,The recent death of a woman at SV Ramnarain Ruia Government General Hospital (SVRRGGH) mirrors the state of apathy. The destitute woman, apparently a HIV positive widow, was reportedly found dead at the entrance of the out-patient wing, with no medical professional or sanitary worker coming to her rescue. The OP bills as well as the Anti Retroviral Therapy (ART) drugs in her possession might have indicated her ‘HIV status’ to the passers-by, forcing them to turn their eyes away.,“There is no dignity even in death. Our members rushed to the spot to help her, only to find her dead by then”, says R. Meera, secretary of Women’s Initiative (WINS), a voluntary organisation working for the welfare of HIV positive and sex workers.,She scowls at the level of indifference among the doctors who confine to testing and ignore the more-important aspect, counselling, to help the unsuspecting victims.,Looking beyond awareness rallies and lectures, the policy-makers are expected to take steps to remove the stigma.,
,
,Nellore Staff Reporter adds: Officials, students, Medical and Health Department staff and the political leaders took out a rally to enlighten public on prevention of AIDS.,Zilla Parishad Chairman Kakani Goverdhan Reddy, MLAs Mungamuri Sridharkrishna Reddy and Anam Vivekananda Reddy, Mayor N. Bhanusri, AIDS Control Society district nodal officer Dr. Ramadevi, District Medical and Health Officer T. Venkatramana Reddy, Indian Red Cross Society district secretary A.V. Subramanyam, representatives of voluntary organisations, nursing students of different colleges, NCC and NSS students participated in the rally.,The participants carrying placards and banners raised slogans explaining the public on how to prevent AIDS."
"
AIDS Day observed
",http://www.thehindu.com/todays-paper/tp-national/tp-kerala/AIDS-Day-observed/article16818606.ece,"Staff Reporter,Thrissur: Stressing the need to improve access to HIV/AIDS treatment, various organisations took out rallies in the district on World AIDS Day on Tuesday.,Political leaders, students, NCC and NSS volunteers and health workers participated in a rally organised by the Thrissur District Network for People Living With HIV/AIDS in the city. Accompanied by a tableau, they took out a procession from the Students’ Corner to St. Thomas College.,The Hope Migrants Safety Project organised a Red Ribbon Campaign and candle lighting programme to sensitise people to the epidemic. The Amala Cancer Research Centre organised a theatre programme and seminar on HIV/AIDS. Students of St. Sebastian’s High School, Mandamangalam, took out a bicycle rally to take the message to the people.,Indian Medical Association’s Blood Bank, Ramavarmapuram, organised a meeting and magic show in connection with the observance of AIDS Day. The district hospital arranged a help desk for people to clarify their doubts about HIV/AIDS."
"
Awareness rallies mark ‘AIDS Day’
",http://www.thehindu.com/todays-paper/tp-national/tp-andhrapradesh/Awareness-rallies-mark-lsquoAIDS-Dayrsquo/article16818575.ece,"Staff Reporter,
,
,TIRUPATI: The ‘World AIDS Day’ was observed by holding awareness rallies across the district on Tuesday.,Collector V. Seshadri flagged off the HIV/AIDS rally from the district headquarters hospital in Chittoor after administering an oath to the participants. The District Medical and Health officials, voluntary organisations, students of schools and nursing colleges took part. The rally ended at Gandhi statue with the 500 participants forming a human chain. At a meeting held at the ZP meeting hall, certificates of appreciation were distributed to 25 persons for their contribution towards HIV/AIDS prevention, care and support.,Civic commissioner P. Mohan Reddy flagged off a rally of students in Tirupati. Science quiz competition on ‘HIV & AIDS’ was also conducted. Amara Raja Batteries Limited took out a rally in Karakambadi village. SVIMS Director B. Vengamma and council member K. Raja Reddy launched an awareness meet, while the Department of Transfusion Medicine and Microbiology conducted HIV tests free of cost. Rashtriya Sanskrit Vidyapeetha held an AIDS awareness rally, in which Academic Dean K. Rama Suryanarayana said adherence to values as enshrined in our Indian cultural doctrines would help one keep away from such diseases.,With 1000 volunteers, SVU NSS bureau took out an impressive rally, which was flagged off by Vice-Chancellor N. Prabhakara Rao.,
,
,At a programme conducted by SPMVV Centre for Women’s Studies, Vice-Chancellor G. Sarojamma called AIDS the biggest threat to the developing nations. On the addiction to vices among youth, she attributed it to the ‘aping of alien culture’ in the garb of embracing modernisation. Department head I. Sobha advised the boys and girls to insist on HIV test, rather than horoscope, before marriage. K. Muneeswari, president of Parallel Network of Positive People (PNP) and a member K. Pushpalatha shared their experiences on overcoming the stigma."
"
For an AIDS-free world
",http://www.thehindu.com/todays-paper/tp-national/tp-andhrapradesh/For-an-AIDS-free-world/article16818560.ece,"Special Correspondent,
,
,VIJAYAWADA: An impressive rally taken out by students and NCC cadets of Satavahana College on Tuesday on the occasion of World AIDS Day caught the attention of passers-by, as it included a huge inflated replica of a condom, the symbol of safe sex, and a red ribbon, which is the sign used by governmental and non-governmental organisations involved in the fight against HIV/AIDS.,The Population Services International, a non-governmental organisation that is in the forefront of creating awareness of the dreaded disease, organised the rally, which was flagged off by MLC Ilapuram Venkaiah. The rally passed through Chuttugunta Centre and Eluru Road to reach Tummalapallivari Kshetrayya Kalakshetram, where a meeting was held.,
,
,Mr. called upon the students to work towards a world free of HIV and AIDS. He wanted the students to develop awareness of the manner in which the disease spreads and also sensitise others around them. The youths were falling prey to the disease in considerable numbers, which was a cause for concern, he said.,Additional District Medical & Health Officer T.V.S.N. Sastry complimented the role being played by the PSI in spreading awareness of the disease, which, he said, was yielding good results.,Indian Red Cross Society Krishna district secretary A. Sridhar Reddy explained the role being played by the Youth Red Cross clubs, which were opened in several colleges, in sensitising the people in rural areas about the disease.,Another rally of students of Bishop Azaraiah institutions was flagged off by Mayor M.V. Ratna Bindu. She wanted the students to take a pro-active role in creating awareness about HIV/AIDS."
"
AIDS patients seek more outreach services
",http://www.thehindu.com/todays-paper/tp-national/tp-kerala/AIDS-patients-seek-more-outreach-services/article16818741.ece,"Staff Reporter,
,
,
,
,
,
,
,
,
,
,
,
,Kozhikode: The shortage of beds at the ward for AIDS patients at the Kozhikode Medical College Hospital and the lack of government initiative to rehabilitate these patients continue to cause hardships for ‘Persons Living With HIV/AIDS’ (PLWHA) in the district.,Patients complain that though December 1 is remembered as World Aids Day, little is done by the government or society to understand their living conditions, with focus being given to disease awareness, prevention and control.,Government organisations offering services to the PLWHA community exist like ‘Jyothis’ which conducts free HIV tests; ‘Ushus’ also known as Anti-Retroviral Therapy (ART) centre where ART drugs are distributed; ‘Sneha’ to prevent the spread of HIV from mother to infant during pregnancy; ‘Pulari’ - a treatment centre for sexually transmitted diseases; and Prathyasha - a service agency serving as peer counselling centre.,However, activists working with AIDS patients say that a number of components are missing in the government’s AIDS policy. A government initiative to help these patients by providing free rations and find jobs and a rehabilitation centre for patients thrown out of homes to stay permanently are some of the demands that, they say, have been continuously placed before lawmakers.,P. Kumar, vice-president of the Council of People Living with HIV/AIDS in Kerala (CPK+) and a volunteer at the Kozhikode Medical College ward and the ART Centre, said improvements had been made in availability of treatment and distribution of medicines.,“But the lack of permanent doctors at the ward and the relegation of these patients from ward 26, which could house 40 patients, to ward 43 which has just eight beds have affected treatment facilities,” Mr.Kumar said.,Prathyasha counsels more than 275 AIDS patients, most of whom are destitute. They approach the staff at the centre with requests for money, food and jobs besides counselling but the government only foots the rent bill and the salary for the staff.,The centre helps them through food kits sponsored by NGOs like the Centre for Overall Development, Thamarassery.,Mr. Kumar said there could be more HIV patients in north Kerala beyond the 3,000 registered at the ART centre. Many keep the knowledge of the illness secret for fear of ostracisation, some are ignorant that they carry the illness while others are affluent enough to seek treatment at private hospitals.,“Most AIDS patients live lonely, fearful lives. Coming to a centre like Prathyasha opens them to others who face the same problems, yet get emotional and physical support to lead normal lives. The government should launch more outreach services for HIV affected persons through Prathyasha centres,” Mr. Kumar said."
"
Programme to prevent AIDS soon
",http://www.thehindu.com/todays-paper/tp-national/tp-kerala/Programme-to-prevent-AIDS-soon/article16818756.ece,"Staff Reporter,KOLLAM: Collector A. Shajahan has said that a programme is being drafted to coordinate and implement AIDS prevention and control measures in a time bound manner.,He said the programme would be implemented in association with Kerala Minerals and Metals Limited, public sector undertakings, government departments and voluntary organisations.,Mr. Shajahan was speaking at a function organised by the KMML on Tuesday to observe World AIDS Day.,He said though the registered figure of HIV positive persons in the district was 300, estimates showed that there were around 1000 HIV positive persons in the district.,Efforts were being taken to identify and provide counselling to them, Mr. Shajahan said.,The function was inaugurated by KMML Managing Director K.S. Sreenivas. At the function, the company handed over its monetary assistance to HIV positive persons.,A pamphlet on AIDS awareness brought out by the company was launched by deputy general manager Kuriakose Varghese."
"
Strengthen AIDS awareness programmes: Sreemathy
",http://www.thehindu.com/todays-paper/tp-national/tp-kerala/Strengthen-AIDS-awareness-programmes-Sreemathy/article16819061.ece,"Staff Reporter,
,
,THIRUVANANTHAPURAM: Awareness rallies, education campaigns and voluntary blood donation camps were organised at many places in the district by various non-governmental organisations and the Kerala State AIDS Control Society (KSACS) on Tuesday to mark the World AIDS Day.,One of the main events of the day was the donning of the red ribbon, the global symbol representing the fight against HIV/AIDS. At a function at the office of the Chief Minister, Health Minister P.K. Sreemathy fastened a red ribbon on V.S. Achuthanandan.,People wear red ribbon on World AIDS Day to express solidarity with those affected by the infection. The Chief Minister and the Health Minister appealed to all to show compassion and concern for the HIV-infected by donning the red ribbon. Health Secretary Manoj Joshi pinned the red ribbon on Chief Secretary Neela Gangadharan.,All employees of the Collectorate, Kerala State Road Transport Corporation, police, social welfare, local self-government departments appeared for work donning the red ribbon. Red ribbon events were organised by the Red Ribbon clubs in various colleges.,Inaugurating the State-level programme on World AIDS Day, organised by KSACS here, the Health Minister said that strong interventions by the KSACS to generate awareness on HIV and to reduce the stigma and discrimination had yielded good results. The rate of infection in the State was 0.26, which was below the national average.,However, this did not mean that the State could afford to be complacent and all awareness generation and prevention activities should be strengthened, especially among the high-risk groups, to sustain the State’s good record, Ms. Sreemathy said.,She said that provision of safe blood for transfusion was one of the priority areas for the KSACS, and the government proposed to open more blood storage centres in the State. She said within the next two years, all community health centres in the State, especially those handling deliveries, would be equipped with blood storage centres.,Ms. Sreemathy said an anti-retroviral therapy (ART) centre would be opened in Kasaragod. The free nutrition scheme for HIV-positive persons was another initiative that the State had launched with the help of the Social Welfare Department.,She also distributed the awards for ‘anganwadi’ workers for HIV-prevention/awareness activities.,Magician Gopinath Muthukad performed a show carrying the day’s message."
"
People with HIV provide food for thought
",http://www.thehindu.com/todays-paper/tp-national/tp-karnataka/People-with-HIV-provide-food-for-thought/article16819107.ece,"Staff Reporter,BANGALORE: Though he is barely six, Kamal fully understands the cause for which he was campaigning. He was among the hundreds gathered at Gandhi statue near the Race Course in Bangalore on Tuesday to raise their voice for “Nutritious Food for People Living with HIV” on the occasion of World AIDS Day.,Kamal, who is HIV positive, knows that good food can help people living with HIV (PLHIV) lead a long, healthy and productive life. And also that HIV is a growing crisis for affected children.,The demonstration, organised by Bangalore HIV and AIDS Forum (BHAF), saw the protesters shout slogans against the Government for turning a blind eye to the nutritional requirements of HIV positive patients. Comprising organisations such as ActionAid, APSA Foundation, Milana and Arunodaya, BHAF has been working for access to rights for PLHIV in the State.,The BHAF is an alliance of NGOs and individuals fighting for the rights of the PLHIV in Karnataka and has been campaigning for provision of nutritious food for PLHIV for the past year and a half.,“We provide nutrition twice a week to those on Anti Retroviral Therapy (ART) services at the Bowring and Victoria Hospitals. We cannot go on like this. The Karnataka State AIDS Prevention Society (KSAPS) and the Government need to come forward. In spite of repeated requests and notifications, the Government has not done anything for the PLHIVs,” said William Christopher, the organiser of the protest.,“Children are the worst affected. Orphans and vulnerable children are often neglected and of the 2.5 lakh PLHIV in Karnataka, they account for over 20 per cent,” said Vishaka T.S. of APSA Foundation, Bangalore, one of the members of the BHAF.,“We demand that all children infected or affected by HIV and AIDS have a childhood free from stigma and discrimination. They also need to have access to quality education and the unrestricted right to inheritance,” she said."
"
Fight against AIDS
",http://www.thehindu.com/todays-paper/tp-national/tp-karnataka/Fight-against-AIDS/article16818636.ece,
"
Help people with HIV/AIDS lead normal life, says expert
",http://www.thehindu.com/todays-paper/tp-national/tp-karnataka/Help-people-with-HIVAIDS-lead-normal-life-says-expert/article16819026.ece,"Staff Correspondent,Udupi: Santosh Kumar Shetty, vice-president of the Udupi Zilla Panchayat, who is a physician, said on Tuesday that people with HIV/AIDS should be encouraged to lead normal life.,He was speaking after inaugurating the World AIDS Day function organised by the Karnataka AIDS Prevention Society, the Department of Health and Family Welfare, the District AIDS Prevention Cell, A.V. Baliga Group of Institutions, the Indian Medical Association and IMA Charitable Trust here.,Dr. Shetty said that India and Africa had a high incidence of HIV/AIDS. The former had 2.5 million people with HIV/AIDS and Karnataka about 2.8 lakh persons.,
,
,B.M. Hegde, Senior Medical Officer (Anti-Retroviral Therapy), said that it would take at least eight to 10 years for an experimental AIDS vaccine to be manufactured.,
,
,People with HIV/AIDS were afraid of the social stigma.,Many a time, they were shunned by their family members and friends, he said. Some of them could not bear this social boycott and stopped taking medicines midway, Dr. Hegde said.,District Health and Family Welfare Officer Ramachandra Bairy welcomed the gathering.,President of the zilla panchayat Gladys Almeida, Deputy Commissioner P. Hemalatha, Chief Executive Officer of the zilla panchayat N.S. Prasanna Kumar, Indian Medical Association president Vijaykumar Shetty and psychiatrist P.V. Bhandary were present."
"
Precaution key to AIDS prevention, says ZP chief
",http://www.thehindu.com/todays-paper/tp-national/tp-karnataka/Precaution-key-to-AIDS-prevention-says-ZP-chief/article16818695.ece,"Staff Correspondent,
,
,DHARWAD: Awareness rallies by schoolchildren and members of various organisations, street plays and lectures marked World AIDS Day in the twin cities on Tuesday.,Students of various educational institutions and members of various organisations took out awareness rallies in Hubli and Dharwad. In Dharwad, Chandrakanth Bellad, MLA, flagged off a rally. Deputy Commissioner Darpan Jain, Chairman of Bala Vikas Academy Shankar Halagatti, and zilla panchayat Chief Executive Officer C. Shikha were among those present.,The participants held placards and banners highlighting the misconceptions about HIV and AIDS. In Hubli, students of various schools, especially nursing institutions, participated in the rally. They also staged street plays aimed at raising awareness on AIDS.,Speaking at a function in Dharwad, president of the zilla panchayat Savitri Bhagavati said that awareness and precautionary measures were the only effective tools to prevent HIV/AIDS.,Seema Masuti, MLA, and Mr. Chandrakanth Bellad stressed the need for organising awareness campaigns, especially in rural areas and slums.,K. Hanumanthaiah and V.D. Karpurmath delivered lectures on HIV/AIDS. District Health Officer N.M. Angadi and Deputy Director Usharani were present.,District AIDS Prevention Officer B.D. Kittur said that there had been a decline in the percentage of HIV positive people in the country.,He said 19 counselling and testing centres were functioning in the district."
"
Asha Kirana offers hope for HIV positive people
",http://www.thehindu.com/todays-paper/tp-national/tp-karnataka/Asha-Kirana-offers-hope-for-HIV-positive-people/article16818807.ece,"Staff Correspondent,
,
,
,
,
,
,MYSORE: If 22-year-old Seema (name changed) is today a picture of confidence and hope, then kudos to counsellors and doctors at Asha Kirana. Seema after being in and out of government and private hospitals and after wrongly being diagnosed with malaria and typhoid came to Asha Kirana.,There, it was confirmed that she was HIV positive and had tuberculosis. Over the past 20 days, Seema has shown signs of recovery thanks to the medicines and care by the staff and her mother.,“Only my daughter and I know about positive status. If we tell our relatives or people in our village they may ostracise us, as they are not aware of the fact that the disease won’t spread through contact or communication boycott. We’ll just tell them that she has TB,” says Seema’s mother.,What makes matters worse is that Seema has been deserted by her husband. After two miscarriages, her husband left home. “I was married off when I was 12 to my mother’s brother. My father felt that he was dying and wanted to see me settled. My husband was very fond of me, but now…” says Seema wiping away tears. Her mother now suspects that her brother knew that he was positive, but hid it from them. “He worked in Kalasipalya in Bangalore as a daily wage earner and he probably had physical relationships with women there. My daughter is suffering on account of his misdeeds. HIV/AIDS is not something that the poor should get; it’s among the biggest curses on the poor,” she says.,One relief, she continues, is that it is not too late still. “We did find out at the right time and there is still hope of recovery. Asha Kirana has offered to get her remarried or even get her placed with some company. Awareness about the disease and access to care becomes crucial in such cases and we wish many more initiatives are launched. The stigma attached to HIV/AIDS should be removed,” says Seema’s mother.,Going by this incident , this year’s theme for World AIDS Day, “Universal Access and Human Rights”, cannot be more apt.,Says Dr. Mothi of Asha Kirana: “WHO had devised a 3/5 plan, according to which 3 million people with HIV/AIDS were to have had universal access by the end of 2005. But despite the availability of money, medicines and manpower this could not be achieved because of lack of awareness. So through this campaign we will all have to work towards creating a comfortable atmosphere where people can come and access care; bringing attitudinal change becomes important.”,Originating as a counselling-cum-care clinic for people living with AIDS (PLWA) in 1997, Asha Kirana has now evolved into a major referral centre in the State. Asha Kirana is the first specialised hospital-cum-research institute for HIV/AIDS, the first to offer subsidised HIV testing and free antiretroviral therapy to children with AIDS, the first voluntary counselling centre, the first healthcare facility to launch outreach programmes in rural and urban areas and the first day-care clinic for PLWA in Mysore region."
