headline,link,text
Fall in number of HIV/AIDS cases in Belgaum,"(['http://www.thehindu.com/todays-paper/tp-national/tp-karnataka/Fall-in-number-of-HIVAIDS-cases-in-Belgaum/article16270588.ece'],)","There has been a fall in the number of HIV/AIDS cases in Belgaum district according to the sentinel surveillance data collected by the Karnataka State AIDS Prevention Society (KSAPS).,According to sources in the District HIV/AIDS Prevention and Control Committee, the data collected for the district shows that the prevalence of HIV/AIDS has declined from 4.5 per cent in 2003 to 1.06 in 2009.,It was 4.25 per cent in 2004, 3.63 per cent in 2005, 3.13 per cent in 2006, 2 per cent in 2007 and 1.6 per cent in 2008. Data was collected from 40 Integrated Counselling and Testing Centres, 74 primary health centres and other health units in the district.,Belgaum District AIDS Control Officer A.B. Kulkarni on Sunday said that from 2003 till now 12,809 cases of suspected HIV were reported at Antiretroviral Therapy (ART) centres in the district. Of this, 5,843 people are undergoing treatment. Forty-six patients are undergoing treatment at the newly opened ART centre in Gokak.,
,
,Since January this year, 487 people tested positive for HIV at ICTCs, while 526 people tested negative."
Create awareness on HIV transmission: Collector,"(['http://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/Create-awareness-on-HIV-transmission-Collector/article16271398.ece'],)","Awareness on HIV transmission among general public is vital to eradicate the killer disease, said Collector V. Arun Roy here on Monday.,Inaugurating a blood donation camp, to mark World Voluntary Blood Donors' Day, at the Government Arts College for Men, Mr. Roy said the number of people infected with HIV is high in Krishnagiri when compared to any other district in the State. To control AIDS, creating awareness among the public is a must.,On an average 50 to 70 people are visiting the Anti-Retroviral Therapy (ART) centre at the Government Headquarters Hospital for treatment daily.,As many as 17 Nambikkai Maiyam's are under operation across the district. HIV infected persons identified by these centres were sent to the ART centre.,Prevention is better than cure. Hence step should be taken to check the spread of HIV. The district administration is creating awareness through special camps conducted across the district. Students should also create awareness among the general public through various modes, Mr. Roy said.,Twenty students were honoured with certificates for donating blood more than 20 times. The six colleges in the district that mobilised blood from the donors and NGOs were honoured with certificate and medals by the collector.,Over 500 students participated in the camp. About 36 students donated their blood.,Dr. Masilamani, Joint Director (In charge), Health Services, C. Rangaraju, Principal In charge, Government Arts College for Men among others participated.,T. Kavin, Project Manager, TANSACS welcomed the gathering. S. Sudalaimuthu, Manager, R.R.C. proposed vote of thanks."
Legal aid clinics to benefit HIV positive persons in 16 districts,"(['http://www.thehindu.com/todays-paper/tp-national/tp-tamilnadu/Legal-aid-clinics-to-benefit-HIV-positive-persons-in-16-districts/article15982176.ece'],)","Special Correspondent,
,
,CHENNAI: With 11 more legal aid clinics for the HIV infected to come up in the State on Wednesday, positive persons in 16 districts of the State will be served by free legal services and counselling.,The districts in which one clinic each will be inaugurated on Wednesday are Chennai, Dharmapuri, Villupuram, Krishnagiri, Salem, Tiruchi, Tirupur, Karur, Theni, Tuticorin and Kanyakumari.,To be set up by the Tamil Nadu State AIDS Control Authority in association with the Tamil Nadu Legal Services Authority, the centres will be manned by an advocate and counsellor appointed by the latter. Each clinic will be set up at a cost of Rs.2 lakh, received as funding from the National AIDS Control Organisation.,The clinics are meant to directly address issues of people living with HIV/AIDS, especially widows, destitute women and children, with sensitivity. They are a step in the direction of providing easy access to legal services wherever anyone has been wronged, or there is a denial of services, according to the policy note.,“Completely free services will be provided at these clinics. There has been a great demand from the districts for such clinics, especially since the first five clinics were able to redress the grievances of people who were infected with HIV and could not afford legal services,” S. Vijayakumar, Project Director, TANSACS, said. Mostly, cases concerning property disputes, alimony and inter-familial disputes come up at the clinics.,So far, the five clinics already set up in Namakkal, Dindigul, Madurai, Cuddalore and Tirunelveli districts have received a total of 1,913 non-legal and 432 legal petitions. Of these, 270 legal petitions and 1,011 non-legal cases have been settled, according to official figures. A substantial percentage of the clients at the legal aid were women. In several instances, disputes have been settled at the mere instance of the counsellor, even before taking the legal route, according to officials."
State has highest number of HIV cases: NACO,"(['http://www.thehindu.com/todays-paper/tp-national/tp-andhrapradesh/State-has-highest-number-of-HIV-cases-NACO/article15981425.ece'],)","Cause for concern: National AIDS Control Organisation Director-General K. Chandramouli (left) and AP State AIDS Control Society Project Director R.V. Chandravadan release a book, during their visit to Vasavya Mahila Mandali in Vijayawada on Monday .
 
| Photo Credit: , ,Staff Reporter,
,
,
,
,
,
,VIJAYAWADA: Andhra Pradesh has the highest HIV prevalence rate in the country and the coastal region in the State has the densest population of HIV positive people, according to K. Chandramouli, Director-General of the National AIDS Control Organisation (NACO).,Speaking to the media on Monday on the sidelines of his visit to Vasavya Mahila Mandali, a city-based non-governmental organisation working for rehabilitation of HIV infected and affected sections through several community-based care and support programmes, Mr. Chandramouli, however, said that there was a ray of hope, as the incidence of HIV was on the decline across the nation. “The number of cases is coming down and we intend to scale up measures to prevent fresh cases of HIV infection besides providing adequate treatment to those affected by the virus for improving their quality of life,” he said.,Mr. Chandramouli skirted queries by reporters on the alleged misuse of funds allocated to the Andhra Pradesh State AIDS Control Society (APSACS) for implementation of various welfare measures for the HIV-infected and affected population. “Bring to me specific cases and we will enquire into them,” he said.,Vyamavaram.,
,
,Later, addressing a meeting, the NACO chief spoke about the need for “targeted interventions” to check the spread of virus. He, however, cautioned that these interventions could be tricky. “It needs dedication and patience. You must develop strategies that can be sustained in the long run and can later be linked to the government mechanism,” he said.,Mr. Chandramouli interacted with children’s support groups, members of Prerana Friends’ Club, school and adult support groups, members of Grannies Club, volunteer peer groups and kids from the Children’s Village set up by the VMM at,In a separate interaction with the media, APSACS Project Director R. V. Chandravadan expressed serious concern over the issue of child trafficking. He admitted that child trafficking, along with other issues like the large-scale migrant population, was further contributing to the spread of AIDS in the State and said the Government intended to scale up efforts to keep a check on this degenerating trend.,AIDS Control Officer for Krishna district T.V.S.N. Sastry, National Officer PPTCT Suresh Mohammed, team leader for National Technical Support Unit Rajan, national president of Indian Medical Association G. Samaram, president of VMM Chennupati Vidya, secretary Rashmi, technical support manager B. Keerthy, medical advisor Deeksha and others were present."
South Africa's HIV carer children,"(['http://www.thehindu.com/todays-paper/tp-opinion/South-Africas-HIV-carer-children/article16262512.ece'],)","AFRICAN REALITY: Residents look at HIV/AIDS awareness literature during a soccer match in Soweto, Johannesburg, South Africa. — PHOTO: AFP
 
,Not far from the manicured South African pitches where millionaire footballers are capturing the world's attention, Oxford academics are working with local researchers to investigate an African reality that will linger long after the World Cup circus has left. Interviewing more than 7,000 people in some of the country's poorest townships, they are studying the mental health and education of a generation of South African children who are growing up caring for relatives with HIV and Aids.,This is the Young Carers South Africa project, a collaboration between Oxford University, the South African government, and three South African universities, as well as a host of NGOs. The two-year study, involving 35 field staff, including local managers, interviewers and volunteers, is working to build a huge pool of data that will inform social policy not only for South Africa, but for other countries with high rates of AIDS and HIV around the world.,The project is spearheaded by Lucie Cluver, of Oxford's department of social policy and social work, whose inspiration was her PhD research — a study of 1,000 children who had been orphaned by Aids. She discovered that the children suffered higher levels of psychological distress than orphans whose parents had died of other causes, and were also more likely to contract HIV themselves. To raise awareness of the findings, Cluver sent her research to a South African professor, who introduced her to the government's then minister of social development, Zola Skweyiya. The next day he called her to a meeting and said her research “needed to become a national study”, Cluver says.,Two years on, the Young Carers project now has teams in three South African provinces, interviewing 6,000 children and 1,500 of their parents or guardians about their access to social welfare grants, health visitors, and free school meals. With the help of local teenagers, they have made questionnaires that also ask about issues such as stigma and bullying, social support, parent-child relationships and carers' access to anti-retroviral medicine.,“We interview children face-to-face, somewhere private — at home, at school, sometimes in the yard,” says Cluver, “even though some of the sites are only accessible by tiny 20-seater planes or 4x4 vehicles. The interviews are amazing — the kids are often so happy to have someone to talk to about the secret illness in their family. What's difficult is the circumstances in which they live. We've worked through taxi wars and riots in Cape Town, gangsters in Durban, and cholera outbreaks in Mpumalanga. Our researchers walk through open sewers and over rubbish heaps, into homes which desperately poor people keep spotlessly clean.”,Shockingly, so far, the research suggests children who live with AIDS-sufferers have as much psychological distress as those who have been orphaned by AIDS. “It's because of the stigma that comes with having HIV in the family,” Cluver says. “Kids report being gossiped about, and teased, and having people scared to touch them.” The early findings show that about 40 per cent of kids in AIDS-sick homes are missing or have dropped out of school, compared to 22 per cent in homes affected by other illnesses, and 5 per cent in healthy homes. Almost a third of the young carers — sometimes as young as eight — report carrying out intimate care, such as washing sick people, helping them go to the toilet and cleaning their wounds.,“The kids aren't passive victims — they're kids just like all others, wanting to be Beyonce or Usher. They're so excited about the World Cup that when they chose pseudonyms for their stories to be reported in our research, half of them used football players' names,” Cluver says.,“They worry about the same things as first-world kids — one 13-year-old girl cried throughout her interview because kids at school were calling her ‘baboon face'” But when these children get home, “they wash blankets, feed younger siblings, rub the backs of people with tuberculosis, make sure their parents take their anti-retrovirals, miss school for hospital trips, and queue to get medication for their carers who are too sick to stand,” Cluver reports. “When they get to school they're so worried about the sick person at home that they can't concentrate.” More children will face this situation. In 2008, 1.4 million South African children had lost a parent to HIV/AIDS; that's expected to rise above two million by 2015. When I ask Cluver what she hopes to be the impact of her study, her response is passionate: “We don't hope — we'll make something happen: this study is science to serve policy.” The researchers are already giving regular updates to the South African government as well as NGOs such as USAID, Unicef and Child Welfare South Africa. They hold community meetings, and speak to schools, social workers and hospital staff about the issues the kids are raising, and how best to support them. “We're also making two movies — directed, filmed and edited by the kids and their carers — to deal with the stigma surrounding Aids,” says Cluver.,The study aims to reveal the scale of the difficulties faced by HIV/AIDS-affected families. “There has been no large-scale research in the developing world to understand how much work these kids are taking on in the home, and the effects,” Cluver says. “We need to understand if these kids are more depressed, traumatised or anxious than other children, and whether they are struggling at school. We need to know if they're unable to access health services, or are catching illnesses like TB from people they're looking after. Then, we need to know what can help them.” Both the South African government and NGOs are eager for the findings, Cluver says, in order to adapt their policies to help these children. She is hopeful about the study's impact, but admits that in the meantime, the researchers feel powerless.,One 13-year-old told of just folding his arms at lunchtime at school, “because we don't have money to buy food now that my mother cannot work”. An 11-year-old girl described pushing her mum to the clinic in a wheelbarrow, and “bringing her a glass of water because she cannot get out of bed”.,“The parents tell our researchers about horrific experiences and expect to receive help for their situation, but all we can do is give them a biscuit and a certificate. There's nothing we can do but research,” says Cluver. “It's hard to face families who have shared their life stories and then have to walk out of the door.” ,
,
"
First to detect HIV in India,"(['http://www.thehindu.com/todays-paper/tp-features/tp-downtown/First-to-detect-HIV-in-India/article16246460.ece'],)","She holds the honour of documenting the first evidence of HIV infection in the country way back in 1986. The city's first voluntary HIV testing and counselling centre was her institutive. Recipient of various awards for her meritorious service in the field of HIV/AIDS, she successfully runs an NGO and supports people living with the virus.,Dr. Suniti Solomon, founder-director of Y R Gaitonde Center for AIDS Research and Education (YRG CARE) in Chennai has come a long way. Her milestone moment came in May 1986 when she was working as a Professor of Microbiology at the prestigious Madras Medical College.,“Those were the days when I was reading a lot of foreign journals on the HIV and its effect in the U.S. In a quest to determine whether the virus was spreading here, my postgraduate student Nirmala and I identified a few female sex-workers lodged at the government home on Kutchery Road in Mylapore,” says Dr. Suniti.,Six blood samples that were initially tested positive were sent to Christian Medical College in Vellore for an ELISA test (as the facility was then available only in CMC) for reconfirmation. The samples were later sent to the Johns Hopkins University in Maryland, United States for further confirmation.,Sending shockwaves throughout the country in the May of 1986, Dr. Suniti came out with the results on the sexually transmitted virus. The findings were even read out in the Tamil Nadu legislative assembly.,There was no looking back for the doctor who once aspired to become a neurologist. As the second step towards her new area of research, Dr. Suniti helped set-up the Voluntary Counselling and Testing Centre for HIV at the Institute of Microbiology in MMC.,At a time when physicians feared to deal with HIV, Dr. Suniti decided to make an alternative career in it. “I took an early retirement and started my organisation in November 1993 with just three people. We did a lot of tough ground work. We had to erect huts in the Pondy Bazaar area and treat patients as no hospital came forward to admit HIV positive persons,” recollects the doctor on the days of hardship.,YRG Care with over 300 staff and having handled 14,428 patients (till 2009) is today one of the pioneers in offering care and support for people living with HIV/AIDS.,Dr. Suniti's unforgettable moment at work came in 1992 when she treated a pregnant woman tested positive. “She delivered a beautiful baby boy who was also tested positive. He led a healthy life with the support of medications until January last. He passed away at the age of 17,” she adds.,Today, according to Dr. Suniti, HIV positive patients have a big ray of hope thanks to the advancement in medical facilities and easy availability of antiretroviral drugs. “Earlier, I use to cry with my patients. Today, if any patient cries, I will whack that person,” she says with a laughter informing that people with HIV today can lead a healthy life like any other person. According to Dr. Suniti, it is the stigma which kills people and not the disease.,Being a successful woman in her field, Dr. Suniti has no plans of retirement. On her dream project she says, “I want to work for the welfare of little girls and boys who are victims of sexual abuse.”,Away from work Dr. Suniti Solomon is a Sudoku enthusiast and she loves spending time with her two Golden Retrievers back home.,Petlee Peter,
,
"
Drug to control HIV to hit market soon: Kutikuppala,"(['http://www.thehindu.com/todays-paper/tp-national/tp-andhrapradesh/Drug-to-control-HIV-to-hit-market-soon-Kutikuppala/article16256101.ece'],)","The ‘tenofovir' vaginal gel for woman, a drug to control spread of HIV, would hit the markets in a few months while the ‘rilpivirine' injection is in advanced stages of tests in the US and is expected to reach the market in a couple of years, a local physician and Padma Sree awardee Kutikuppala Surya Rao said. The injection would be a boon to those not interested in taking an oral tablet or apply a gel or an ointment as one dose was enough every six months or a year, Dr. Surya Rao said while giving details about an international conference, M2010 Microbiocies, Building Bridges in HIV Prevention, held in Pittsburgh (US) recently, at a press conference here. Dr. Surya Rao also presented a paper at the conference.,He said the conditions had changed a lot from 90s when an AIDS patient would die soon but now a patient could live 42 years more (from the time he or she contacted the disease) if he or she took the medicines. The concept worldwide on prevention of AIDS and HIV were based on policy of vaginal, oral interference control epidemic (VOICE) study, by taking a tablet or applying a gel and a mathematical model showed that by 2015, the world would be free of AIDS and HIV if one got treatment as soon as he or she contacted the disease.,There are medicines to control the dreaded disease but the high cost was proving to be a burden for people in the Asian and African countries while 85 per cent of the AIDS and HIV patients were living their life full.,Dr. Surya Rao also pointed out that many were not taking the full course of medicines and stopping medication as soon as they saw some improvement.,Circumcision would help a lot in preventing the spread of AIDS and HIV, according to studies made in this area, he said. In South Africa the method reduced the risk of acquiring HIV or STD in 60 per cent of cases.,In a study made by him locally, Dr. Surya Rao said 81 per cent of the 1,000 couples were ready to get their sons circumcised if the procedure was done in a safe manner in a hospital and free of charge or by collecting a nominal amount. Thirteen per cent said they would wait till a report was made on the success of the procedure and six per cent felt that the sexual pressure might drop.,Dr. Surya Rao said treatment of HIV and AIDS must be brought under Arogya Sri scheme. The cost of treatment and medicines would cost around Rs. 15,000 to Rs. 20,000 only and poor people could not bear even this amount."
First to detect HIV in India,"(['http://www.thehindu.com/todays-paper/tp-features/tp-downtown/First-to-detect-HIV-in-India/article16246460.ece'],)","She holds the honour of documenting the first evidence of HIV infection in the country way back in 1986. The city's first voluntary HIV testing and counselling centre was her institutive. Recipient of various awards for her meritorious service in the field of HIV/AIDS, she successfully runs an NGO and supports people living with the virus.,Dr. Suniti Solomon, founder-director of Y R Gaitonde Center for AIDS Research and Education (YRG CARE) in Chennai has come a long way. Her milestone moment came in May 1986 when she was working as a Professor of Microbiology at the prestigious Madras Medical College.,“Those were the days when I was reading a lot of foreign journals on the HIV and its effect in the U.S. In a quest to determine whether the virus was spreading here, my postgraduate student Nirmala and I identified a few female sex-workers lodged at the government home on Kutchery Road in Mylapore,” says Dr. Suniti.,Six blood samples that were initially tested positive were sent to Christian Medical College in Vellore for an ELISA test (as the facility was then available only in CMC) for reconfirmation. The samples were later sent to the Johns Hopkins University in Maryland, United States for further confirmation.,Sending shockwaves throughout the country in the May of 1986, Dr. Suniti came out with the results on the sexually transmitted virus. The findings were even read out in the Tamil Nadu legislative assembly.,There was no looking back for the doctor who once aspired to become a neurologist. As the second step towards her new area of research, Dr. Suniti helped set-up the Voluntary Counselling and Testing Centre for HIV at the Institute of Microbiology in MMC.,At a time when physicians feared to deal with HIV, Dr. Suniti decided to make an alternative career in it. “I took an early retirement and started my organisation in November 1993 with just three people. We did a lot of tough ground work. We had to erect huts in the Pondy Bazaar area and treat patients as no hospital came forward to admit HIV positive persons,” recollects the doctor on the days of hardship.,YRG Care with over 300 staff and having handled 14,428 patients (till 2009) is today one of the pioneers in offering care and support for people living with HIV/AIDS.,Dr. Suniti's unforgettable moment at work came in 1992 when she treated a pregnant woman tested positive. “She delivered a beautiful baby boy who was also tested positive. He led a healthy life with the support of medications until January last. He passed away at the age of 17,” she adds.,Today, according to Dr. Suniti, HIV positive patients have a big ray of hope thanks to the advancement in medical facilities and easy availability of antiretroviral drugs. “Earlier, I use to cry with my patients. Today, if any patient cries, I will whack that person,” she says with a laughter informing that people with HIV today can lead a healthy life like any other person. According to Dr. Suniti, it is the stigma which kills people and not the disease.,Being a successful woman in her field, Dr. Suniti has no plans of retirement. On her dream project she says, “I want to work for the welfare of little girls and boys who are victims of sexual abuse.”,Away from work Dr. Suniti Solomon is a Sudoku enthusiast and she loves spending time with her two Golden Retrievers back home.,Petlee Peter,
,
"
First to detect HIV in India,"(['http://www.thehindu.com/todays-paper/tp-features/tp-downtown/First-to-detect-HIV-in-India/article16246460.ece'],)","She holds the honour of documenting the first evidence of HIV infection in the country way back in 1986. The city's first voluntary HIV testing and counselling centre was her institutive. Recipient of various awards for her meritorious service in the field of HIV/AIDS, she successfully runs an NGO and supports people living with the virus.,Dr. Suniti Solomon, founder-director of Y R Gaitonde Center for AIDS Research and Education (YRG CARE) in Chennai has come a long way. Her milestone moment came in May 1986 when she was working as a Professor of Microbiology at the prestigious Madras Medical College.,“Those were the days when I was reading a lot of foreign journals on the HIV and its effect in the U.S. In a quest to determine whether the virus was spreading here, my postgraduate student Nirmala and I identified a few female sex-workers lodged at the government home on Kutchery Road in Mylapore,” says Dr. Suniti.,Six blood samples that were initially tested positive were sent to Christian Medical College in Vellore for an ELISA test (as the facility was then available only in CMC) for reconfirmation. The samples were later sent to the Johns Hopkins University in Maryland, United States for further confirmation.,Sending shockwaves throughout the country in the May of 1986, Dr. Suniti came out with the results on the sexually transmitted virus. The findings were even read out in the Tamil Nadu legislative assembly.,There was no looking back for the doctor who once aspired to become a neurologist. As the second step towards her new area of research, Dr. Suniti helped set-up the Voluntary Counselling and Testing Centre for HIV at the Institute of Microbiology in MMC.,At a time when physicians feared to deal with HIV, Dr. Suniti decided to make an alternative career in it. “I took an early retirement and started my organisation in November 1993 with just three people. We did a lot of tough ground work. We had to erect huts in the Pondy Bazaar area and treat patients as no hospital came forward to admit HIV positive persons,” recollects the doctor on the days of hardship.,YRG Care with over 300 staff and having handled 14,428 patients (till 2009) is today one of the pioneers in offering care and support for people living with HIV/AIDS.,Dr. Suniti's unforgettable moment at work came in 1992 when she treated a pregnant woman tested positive. “She delivered a beautiful baby boy who was also tested positive. He led a healthy life with the support of medications until January last. He passed away at the age of 17,” she adds.,Today, according to Dr. Suniti, HIV positive patients have a big ray of hope thanks to the advancement in medical facilities and easy availability of antiretroviral drugs. “Earlier, I use to cry with my patients. Today, if any patient cries, I will whack that person,” she says with a laughter informing that people with HIV today can lead a healthy life like any other person. According to Dr. Suniti, it is the stigma which kills people and not the disease.,Being a successful woman in her field, Dr. Suniti has no plans of retirement. On her dream project she says, “I want to work for the welfare of little girls and boys who are victims of sexual abuse.”,Away from work Dr. Suniti Solomon is a Sudoku enthusiast and she loves spending time with her two Golden Retrievers back home.,Petlee Peter,
,
"
First to detect HIV in India,"(['http://www.thehindu.com/todays-paper/tp-features/tp-downtown/First-to-detect-HIV-in-India/article16246460.ece'],)","She holds the honour of documenting the first evidence of HIV infection in the country way back in 1986. The city's first voluntary HIV testing and counselling centre was her institutive. Recipient of various awards for her meritorious service in the field of HIV/AIDS, she successfully runs an NGO and supports people living with the virus.,Dr. Suniti Solomon, founder-director of Y R Gaitonde Center for AIDS Research and Education (YRG CARE) in Chennai has come a long way. Her milestone moment came in May 1986 when she was working as a Professor of Microbiology at the prestigious Madras Medical College.,“Those were the days when I was reading a lot of foreign journals on the HIV and its effect in the U.S. In a quest to determine whether the virus was spreading here, my postgraduate student Nirmala and I identified a few female sex-workers lodged at the government home on Kutchery Road in Mylapore,” says Dr. Suniti.,Six blood samples that were initially tested positive were sent to Christian Medical College in Vellore for an ELISA test (as the facility was then available only in CMC) for reconfirmation. The samples were later sent to the Johns Hopkins University in Maryland, United States for further confirmation.,Sending shockwaves throughout the country in the May of 1986, Dr. Suniti came out with the results on the sexually transmitted virus. The findings were even read out in the Tamil Nadu legislative assembly.,There was no looking back for the doctor who once aspired to become a neurologist. As the second step towards her new area of research, Dr. Suniti helped set-up the Voluntary Counselling and Testing Centre for HIV at the Institute of Microbiology in MMC.,At a time when physicians feared to deal with HIV, Dr. Suniti decided to make an alternative career in it. “I took an early retirement and started my organisation in November 1993 with just three people. We did a lot of tough ground work. We had to erect huts in the Pondy Bazaar area and treat patients as no hospital came forward to admit HIV positive persons,” recollects the doctor on the days of hardship.,YRG Care with over 300 staff and having handled 14,428 patients (till 2009) is today one of the pioneers in offering care and support for people living with HIV/AIDS.,Dr. Suniti's unforgettable moment at work came in 1992 when she treated a pregnant woman tested positive. “She delivered a beautiful baby boy who was also tested positive. He led a healthy life with the support of medications until January last. He passed away at the age of 17,” she adds.,Today, according to Dr. Suniti, HIV positive patients have a big ray of hope thanks to the advancement in medical facilities and easy availability of antiretroviral drugs. “Earlier, I use to cry with my patients. Today, if any patient cries, I will whack that person,” she says with a laughter informing that people with HIV today can lead a healthy life like any other person. According to Dr. Suniti, it is the stigma which kills people and not the disease.,Being a successful woman in her field, Dr. Suniti has no plans of retirement. On her dream project she says, “I want to work for the welfare of little girls and boys who are victims of sexual abuse.”,Away from work Dr. Suniti Solomon is a Sudoku enthusiast and she loves spending time with her two Golden Retrievers back home.,Petlee Peter,
,
"
First to detect HIV in India,"(['http://www.thehindu.com/todays-paper/tp-features/tp-downtown/First-to-detect-HIV-in-India/article16246460.ece'],)","She holds the honour of documenting the first evidence of HIV infection in the country way back in 1986. The city's first voluntary HIV testing and counselling centre was her institutive. Recipient of various awards for her meritorious service in the field of HIV/AIDS, she successfully runs an NGO and supports people living with the virus.,Dr. Suniti Solomon, founder-director of Y R Gaitonde Center for AIDS Research and Education (YRG CARE) in Chennai has come a long way. Her milestone moment came in May 1986 when she was working as a Professor of Microbiology at the prestigious Madras Medical College.,“Those were the days when I was reading a lot of foreign journals on the HIV and its effect in the U.S. In a quest to determine whether the virus was spreading here, my postgraduate student Nirmala and I identified a few female sex-workers lodged at the government home on Kutchery Road in Mylapore,” says Dr. Suniti.,Six blood samples that were initially tested positive were sent to Christian Medical College in Vellore for an ELISA test (as the facility was then available only in CMC) for reconfirmation. The samples were later sent to the Johns Hopkins University in Maryland, United States for further confirmation.,Sending shockwaves throughout the country in the May of 1986, Dr. Suniti came out with the results on the sexually transmitted virus. The findings were even read out in the Tamil Nadu legislative assembly.,There was no looking back for the doctor who once aspired to become a neurologist. As the second step towards her new area of research, Dr. Suniti helped set-up the Voluntary Counselling and Testing Centre for HIV at the Institute of Microbiology in MMC.,At a time when physicians feared to deal with HIV, Dr. Suniti decided to make an alternative career in it. “I took an early retirement and started my organisation in November 1993 with just three people. We did a lot of tough ground work. We had to erect huts in the Pondy Bazaar area and treat patients as no hospital came forward to admit HIV positive persons,” recollects the doctor on the days of hardship.,YRG Care with over 300 staff and having handled 14,428 patients (till 2009) is today one of the pioneers in offering care and support for people living with HIV/AIDS.,Dr. Suniti's unforgettable moment at work came in 1992 when she treated a pregnant woman tested positive. “She delivered a beautiful baby boy who was also tested positive. He led a healthy life with the support of medications until January last. He passed away at the age of 17,” she adds.,Today, according to Dr. Suniti, HIV positive patients have a big ray of hope thanks to the advancement in medical facilities and easy availability of antiretroviral drugs. “Earlier, I use to cry with my patients. Today, if any patient cries, I will whack that person,” she says with a laughter informing that people with HIV today can lead a healthy life like any other person. According to Dr. Suniti, it is the stigma which kills people and not the disease.,Being a successful woman in her field, Dr. Suniti has no plans of retirement. On her dream project she says, “I want to work for the welfare of little girls and boys who are victims of sexual abuse.”,Away from work Dr. Suniti Solomon is a Sudoku enthusiast and she loves spending time with her two Golden Retrievers back home.,Petlee Peter,
,
"
First to detect HIV in India,"(['http://www.thehindu.com/todays-paper/tp-features/tp-downtown/First-to-detect-HIV-in-India/article16246460.ece'],)","She holds the honour of documenting the first evidence of HIV infection in the country way back in 1986. The city's first voluntary HIV testing and counselling centre was her institutive. Recipient of various awards for her meritorious service in the field of HIV/AIDS, she successfully runs an NGO and supports people living with the virus.,Dr. Suniti Solomon, founder-director of Y R Gaitonde Center for AIDS Research and Education (YRG CARE) in Chennai has come a long way. Her milestone moment came in May 1986 when she was working as a Professor of Microbiology at the prestigious Madras Medical College.,“Those were the days when I was reading a lot of foreign journals on the HIV and its effect in the U.S. In a quest to determine whether the virus was spreading here, my postgraduate student Nirmala and I identified a few female sex-workers lodged at the government home on Kutchery Road in Mylapore,” says Dr. Suniti.,Six blood samples that were initially tested positive were sent to Christian Medical College in Vellore for an ELISA test (as the facility was then available only in CMC) for reconfirmation. The samples were later sent to the Johns Hopkins University in Maryland, United States for further confirmation.,Sending shockwaves throughout the country in the May of 1986, Dr. Suniti came out with the results on the sexually transmitted virus. The findings were even read out in the Tamil Nadu legislative assembly.,There was no looking back for the doctor who once aspired to become a neurologist. As the second step towards her new area of research, Dr. Suniti helped set-up the Voluntary Counselling and Testing Centre for HIV at the Institute of Microbiology in MMC.,At a time when physicians feared to deal with HIV, Dr. Suniti decided to make an alternative career in it. “I took an early retirement and started my organisation in November 1993 with just three people. We did a lot of tough ground work. We had to erect huts in the Pondy Bazaar area and treat patients as no hospital came forward to admit HIV positive persons,” recollects the doctor on the days of hardship.,YRG Care with over 300 staff and having handled 14,428 patients (till 2009) is today one of the pioneers in offering care and support for people living with HIV/AIDS.,Dr. Suniti's unforgettable moment at work came in 1992 when she treated a pregnant woman tested positive. “She delivered a beautiful baby boy who was also tested positive. He led a healthy life with the support of medications until January last. He passed away at the age of 17,” she adds.,Today, according to Dr. Suniti, HIV positive patients have a big ray of hope thanks to the advancement in medical facilities and easy availability of antiretroviral drugs. “Earlier, I use to cry with my patients. Today, if any patient cries, I will whack that person,” she says with a laughter informing that people with HIV today can lead a healthy life like any other person. According to Dr. Suniti, it is the stigma which kills people and not the disease.,Being a successful woman in her field, Dr. Suniti has no plans of retirement. On her dream project she says, “I want to work for the welfare of little girls and boys who are victims of sexual abuse.”,Away from work Dr. Suniti Solomon is a Sudoku enthusiast and she loves spending time with her two Golden Retrievers back home.,Petlee Peter,
,
"
New test to detect HIV among infants,"(['http://www.thehindu.com/todays-paper/tp-national/tp-andhrapradesh/New-test-to-detect-HIV-among-infants/article16569803.ece'],)","Special Correspondent,HYDERABAD: A new type of blood test to detect HIV among infants will be launched as a pilot project by month-end by AP State AIDS Control Society in collaboration with the Clinton Foundation.,Called HIV DNA polymerase chain reaction dried blood spot test for early infant diagnosis, it would enable detection of the virus as early as six weeks unlike the existing diagnostic procedure which helps in finding it only when the child is 18 months.,The training of personnel to carry out the tests at identified integrated community testing centres and the required kits would cost Rs.1.5 crore, R.V. Chandravadan, project director of the society, told The Hindu. The tests would be completed by October-end."
